"","name","Female","Male","male_prob","female_prob"
"31189","gerelene",22,0,0,100
"31190","gereline",5,0,0,100
"31191","gerell",0,136,100,0
"31192","geremia",0,10,100,0
"31193","geremiah",0,402,100,0
"31194","geremias",0,21,100,0
"31195","geremie",0,5,100,0
"31196","geremy",0,1163,100,0
"31197","geren",0,15,100,0
"31198","gerene",159,0,0,100
"31199","geretha",37,0,0,100
"31200","gerette",10,0,0,100
"31201","gergory",0,440,100,0
"31202","gerhard",0,2410,100,0
"31203","gerhardt",0,858,100,0
"31204","gerhart",0,201,100,0
"31205","geri",8008,5,0.06,99.94
"31206","geriah",15,0,0,100
"31207","geriann",206,0,0,100
"31208","gerianne",511,0,0,100
"31209","geric",0,17,100,0
"31210","gerica",132,0,0,100
"31211","gericho",0,6,100,0
"31212","gerick",0,11,100,0
"31213","gerid",0,11,100,0
"31214","gerie",22,0,0,100
"31215","geriel",0,5,100,0
"31216","gerik",0,110,100,0
"31217","gerika",29,0,0,100
"31218","gerilyn",689,0,0,100
"31219","gerilynn",181,0,0,100
"31220","gerimiah",0,15,100,0
"31221","gerin",0,5,100,0
"31222","gerise",17,0,0,100
"31223","gerita",5,0,0,100
"31224","geriyah",23,0,0,100
"31225","gerlad",0,85,100,0
"31226","gerladine",10,0,0,100
"31227","gerld",0,16,100,0
"31228","gerldean",5,0,0,100
"31229","gerldine",483,0,0,100
"31230","gerlean",64,0,0,100
"31231","gerlene",268,0,0,100
"31232","gerline",462,0,0,100
"31233","gerlisa",5,0,0,100
"31234","gerlyn",10,0,0,100
"31235","germain",42,938,95.71,4.29
"31236","germaine",7889,2284,22.45,77.55
"31237","german",5,8964,99.94,0.06
"31238","germane",0,12,100,0
"31239","germani",111,0,0,100
"31240","germany",243,177,42.14,57.86
"31241","germar",0,12,100,0
"31242","germari",0,5,100,0
"31243","germarion",0,5,100,0
"31244","germayne",0,5,100,0
"31245","germell",0,5,100,0
"31246","germey",0,5,100,0
"31247","germon",0,6,100,0
"31248","germya",5,0,0,100
"31249","gernard",0,17,100,0
"31250","gernie",0,5,100,0
"31251","gerniya",5,0,0,100
"31252","gero",0,5,100,0
"31253","gerod",0,295,100,0
"31254","geroge",0,920,100,0
"31255","gerogia",5,0,0,100
"31256","gerold",0,2962,100,0
"31257","geroldine",79,0,0,100
"31258","geroline",5,0,0,100
"31259","gerolyn",5,0,0,100
"31260","gerome",0,1300,100,0
"31261","geromy",0,10,100,0
"31262","geron",0,377,100,0
"31263","gerone",0,49,100,0
"31264","geronima",5,0,0,100
"31265","geronimo",0,2693,100,0
"31266","gerrad",0,321,100,0
"31267","gerrald",0,168,100,0
"31268","gerran",0,11,100,0
"31269","gerrard",0,569,100,0
"31270","gerre",80,0,0,100
"31271","gerred",0,43,100,0
"31272","gerrel",0,21,100,0
"31273","gerrell",0,435,100,0
"31274","gerren",38,552,93.56,6.44
"31275","gerret",0,5,100,0
"31276","gerrett",0,92,100,0
"31277","gerri",5446,17,0.31,99.69
"31278","gerriann",57,0,0,100
"31279","gerrianne",111,0,0,100
"31280","gerrica",96,0,0,100
"31281","gerrick",0,558,100,0
"31282","gerrid",0,22,100,0
"31283","gerrie",1367,11,0.8,99.2
"31284","gerrika",10,0,0,100
"31285","gerrilyn",32,0,0,100
"31286","gerrilynn",11,0,0,100
"31287","gerrin",0,11,100,0
"31288","gerrit",0,2734,100,0
"31289","gerritt",0,231,100,0
"31290","gerrod",0,718,100,0
"31291","gerrold",0,25,100,0
"31292","gerron",0,289,100,0
"31293","gerry",6656,14353,68.32,31.68
"31294","gerrye",6,0,0,100
"31295","gerryn",5,0,0,100
"31296","gersain",0,6,100,0
"31297","gershom",0,167,100,0
"31298","gershon",0,680,100,0
"31299","gerson",0,3309,100,0
"31300","gerta",17,0,0,100
"31301","gertha",1792,0,0,100
"31302","gerthie",11,0,0,100
"31303","gertie",8499,0,0,100
"31304","gertis",23,5,17.86,82.14
"31305","gertrud",34,0,0,100
"31306","gertrude",176791,568,0.32,99.68
"31307","gertrudes",6,0,0,100
"31308","gertrudis",28,0,0,100
"31309","gertrue",222,0,0,100
"31310","gertude",278,0,0,100
"31311","gerturde",127,0,0,100
"31312","gervais",0,11,100,0
"31313","gervaise",54,0,0,100
"31314","gervase",5,197,97.52,2.48
"31315","gervis",0,217,100,0
"31316","gervon",0,21,100,0
"31317","gery",0,758,100,0
"31318","geryl",95,10,9.52,90.48
"31319","gerzon",0,12,100,0
"31320","gesel",5,0,0,100
"31321","gesele",6,0,0,100
"31322","gesell",6,0,0,100
"31323","geselle",256,0,0,100
"31324","gesenia",160,0,0,100
"31325","geshia",5,0,0,100
"31326","gesica",5,0,0,100
"31327","gesina",5,0,0,100
"31328","gessel",23,0,0,100
"31329","gessell",5,0,0,100
"31330","gesselle",96,0,0,100
"31331","gessica",200,0,0,100
"31332","gesualdo",0,5,100,0
"31333","geter",0,5,100,0
"31334","getha",7,0,0,100
"31335","gethsemane",40,0,0,100
"31336","gethsemani",18,0,0,100
"31337","getrude",27,0,0,100
"31338","getrudes",5,0,0,100
"31339","getsemani",454,12,2.58,97.42
"31340","getsemany",5,0,0,100
"31341","gettie",21,0,0,100
"31342","gettis",0,12,100,0
"31343","getty",0,10,100,0
"31344","gettys",0,5,100,0
"31345","getzel",0,7,100,0
"31346","getzemani",23,0,0,100
"31347","getzemany",11,0,0,100
"31348","gevalia",5,0,0,100
"31349","gevan",0,12,100,0
"31350","gevena",50,0,0,100
"31351","gevin",0,96,100,0
"31352","gevon",0,101,100,0
"31353","gevonte",0,20,100,0
"31354","gevorg",0,65,100,0
"31355","gevork",0,205,100,0
"31356","gewel",5,0,0,100
"31357","geysha",8,0,0,100
"31358","geza",0,260,100,0
"31359","gezelle",45,0,0,100
"31360","ghabriel",0,12,100,0
"31361","ghada",98,0,0,100
"31362","ghadah",7,0,0,100
"31363","ghadeer",91,0,0,100
"31364","ghael",0,14,100,0
"31365","ghaida",16,0,0,100
"31366","ghais",0,5,100,0
"31367","ghaith",0,26,100,0
"31368","ghala",20,0,0,100
"31369","ghaleb",0,6,100,0
"31370","ghali",0,54,100,0
"31371","ghalia",40,0,0,100
"31372","ghana",12,0,0,100
"31373","ghanem",0,5,100,0
"31374","ghassan",0,268,100,0
"31375","ghavin",0,5,100,0
"31376","ghazal",114,0,0,100
"31377","ghazi",0,129,100,0
"31378","ghena",10,0,0,100
"31379","ghenet",5,0,0,100
"31380","ghia",45,0,0,100
"31381","ghian",0,5,100,0
"31382","ghianna",22,0,0,100
"31383","ghina",30,0,0,100
"31384","ghislaine",175,0,0,100
"31385","ghislane",11,0,0,100
"31386","ghita",42,0,0,100
"31387","ghofran",7,0,0,100
"31388","ghulam",0,10,100,0
"31389","gi",5,0,0,100
"31390","gia",12766,5,0.04,99.96
"31391","giabella",206,0,0,100
"31392","giacinto",0,5,100,0
"31393","giacobbe",0,16,100,0
"31394","giacomina",5,0,0,100
"31395","giacomo",0,1546,100,0
"31396","giada",3122,0,0,100
"31397","giah",54,0,0,100
"31398","giahan",5,0,0,100
"31399","giahna",32,0,0,100
"31400","giahnna",15,0,0,100
"31401","giamarie",56,0,0,100
"31402","gian",0,3005,100,0
"31403","giana",7304,0,0,100
"31404","gianah",98,0,0,100
"31405","giancarlo",0,6945,100,0
"31406","giancarlos",0,659,100,0
"31407","gianella",531,0,0,100
"31408","gianelle",105,0,0,100
"31409","gianelly",27,0,0,100
"31410","gianessa",5,0,0,100
"31411","gianetta",7,0,0,100
"31412","gianfranco",0,927,100,0
"31413","giang",12,63,84,16
"31414","giani",171,235,57.88,42.12
"31415","gianina",559,0,0,100
"31416","gianinna",10,0,0,100
"31417","giankarlo",0,55,100,0
"31418","gianluca",0,2121,100,0
"31419","gianlucas",0,73,100,0
"31420","gianlucca",0,81,100,0
"31421","gianluigi",0,35,100,0
"31422","gianluka",0,13,100,0
"31423","gianmarco",0,667,100,0
"31424","gianmarcos",0,11,100,0
"31425","gianmichael",0,17,100,0
"31426","giann",0,71,100,0
"31427","gianna",57212,28,0.05,99.95
"31428","giannah",304,0,0,100
"31429","giannamarie",77,0,0,100
"31430","giannarose",5,0,0,100
"31431","gianncarlo",0,54,100,0
"31432","gianne",65,0,0,100
"31433","giannella",11,0,0,100
"31434","gianni",1728,8572,83.22,16.78
"31435","giannie",86,0,0,100
"31436","giannina",318,0,0,100
"31437","gianno",0,47,100,0
"31438","gianny",147,154,51.16,48.84
"31439","giano",0,37,100,0
"31440","gianpaolo",0,165,100,0
"31441","gianpaul",0,19,100,0
"31442","gianpiero",0,28,100,0
"31443","giany",5,0,0,100
"31444","giara",56,0,0,100
"31445","giavana",303,0,0,100
"31446","giavanna",3753,0,0,100
"31447","giavannah",18,0,0,100
"31448","giavanni",193,93,32.52,67.48
"31449","giavona",29,0,0,100
"31450","giavonna",915,0,0,100
"31451","giavonni",155,98,38.74,61.26
"31452","giavonnie",5,0,0,100
"31453","gib",0,51,100,0
"31454","gibb",0,11,100,0
"31455","gibbs",0,71,100,0
"31456","gibelly",6,0,0,100
"31457","gibert",0,5,100,0
"31458","gibram",0,7,100,0
"31459","gibran",0,896,100,0
"31460","gibril",0,53,100,0
"31461","gibson",109,3848,97.25,2.75
"31462","gicel",19,0,0,100
"31463","gicela",80,0,0,100
"31464","gicell",12,0,0,100
"31465","gicelle",53,0,0,100
"31466","gid",0,117,100,0
"31467","giddeon",0,38,100,0
"31468","gideon",11,11613,99.91,0.09
"31469","gidget",1580,0,0,100
"31470","gidgett",26,0,0,100
"31471","gidgette",6,0,0,100
"31472","gieselle",6,0,0,100
"31473","giezi",0,60,100,0
"31474","gifford",0,1446,100,0
"31475","gift",77,0,0,100
"31476","gifty",38,0,0,100
"31477","gig",0,17,100,0
"31478","giget",5,0,0,100
"31479","gigette",5,0,0,100
"31480","gigi",3804,0,0,100
"31481","gihanna",39,0,0,100
"31482","gil",0,4703,100,0
"31483","gila",526,0,0,100
"31484","gilad",0,294,100,0
"31485","gilana",27,0,0,100
"31486","gilbert",674,128414,99.48,0.52
"31487","gilberta",558,0,0,100
"31488","gilberte",196,0,0,100
"31489","gilberto",58,27237,99.79,0.21
"31490","gilchrist",0,18,100,0
"31491","gilda",10013,0,0,100
"31492","gildardo",0,1035,100,0
"31493","gildo",0,177,100,0
"31494","gile",0,5,100,0
"31495","gilead",0,36,100,0
"31496","giles",0,4561,100,0
"31497","gilford",0,1225,100,0
"31498","gilfred",0,7,100,0
"31499","gili",45,0,0,100
"31500","gilian",14,0,0,100
"31501","giliana",61,0,0,100
"31502","gill",55,1216,95.67,4.33
"31503","gillan",5,0,0,100
"31504","gillard",0,5,100,0
"31505","gillen",0,5,100,0
"31506","gillermina",30,0,0,100
"31507","gillermo",0,633,100,0
"31508","gilles",0,361,100,0
"31509","gillespie",0,5,100,0
"31510","gillette",0,10,100,0
"31511","gilliam",10,147,93.63,6.37
"31512","gillian",15416,61,0.39,99.61
"31513","gilliana",24,0,0,100
"31514","gillianna",10,0,0,100
"31515","gillianne",38,0,0,100
"31516","gillie",322,191,37.23,62.77
"31517","gillis",0,712,100,0
"31518","gillyan",16,0,0,100
"31519","gilma",228,0,0,100
"31520","gilman",0,935,100,0
"31521","gilmar",0,122,100,0
"31522","gilmer",0,1136,100,0
"31523","gilmore",0,754,100,0
"31524","gilroy",0,32,100,0
"31525","gilson",0,41,100,0
"31526","gilverto",0,75,100,0
"31527","gimena",352,0,0,100
"31528","gin",7,15,68.18,31.82
"31529","gina",151912,399,0.26,99.74
"31530","ginae",5,0,0,100
"31531","ginamarie",1070,0,0,100
"31532","ginaya",6,0,0,100
"31533","gindy",22,0,0,100
"31534","gineen",27,0,0,100
"31535","ginelie",12,0,0,100
"31536","ginell",16,0,0,100
"31537","ginelle",484,0,0,100
"31538","giner",10,0,0,100
"31539","ginessa",28,0,0,100
"31540","ginetta",11,0,0,100
"31541","ginette",870,0,0,100
"31542","gineva",5,0,0,100
"31543","ginevra",150,0,0,100
"31544","ging",5,0,0,100
"31545","ginger",45702,41,0.09,99.91
"31546","gini",505,0,0,100
"31547","ginia",79,0,0,100
"31548","ginine",6,0,0,100
"31549","ginna",744,0,0,100
"31550","ginneh",6,0,0,100
"31551","ginnette",92,0,0,100
"31552","ginney",5,0,0,100
"31553","ginni",199,0,0,100
"31554","ginnie",780,0,0,100
"31555","ginnifer",75,0,0,100
"31556","ginno",0,6,100,0
"31557","ginny",7240,0,0,100
"31558","gino",12,11529,99.9,0.1
"31559","ginobili",0,7,100,0
"31560","gio",5,337,98.54,1.46
"31561","gioacchino",0,16,100,0
"31562","gioanna",5,0,0,100
"31563","giobani",0,5,100,0
"31564","giobany",0,5,100,0
"31565","gioconda",22,0,0,100
"31566","gioia",519,0,0,100
"31567","giomar",0,108,100,0
"31568","gion",0,8,100,0
"31569","giona",58,0,0,100
"31570","gioni",0,39,100,0
"31571","gionna",662,0,0,100
"31572","gionni",52,947,94.79,5.21
"31573","gionnie",0,24,100,0
"31574","gionny",0,29,100,0
"31575","giordan",14,114,89.06,10.94
"31576","giordana",91,0,0,100
"31577","giordano",0,233,100,0
"31578","giorgi",0,50,100,0
"31579","giorgia",251,0,0,100
"31580","giorgina",26,0,0,100
"31581","giorgio",0,1411,100,0
"31582","giorgios",0,7,100,0
"31583","giovan",0,287,100,0
"31584","giovana",731,0,0,100
"31585","giovani",5,5905,99.92,0.08
"31586","giovanie",0,83,100,0
"31587","giovanii",0,6,100,0
"31588","giovann",0,42,100,0
"31589","giovanna",10863,0,0,100
"31590","giovannah",6,0,0,100
"31591","giovanne",0,113,100,0
"31592","giovanni",854,60129,98.6,1.4
"31593","giovannie",6,602,99.01,0.99
"31594","giovannii",0,5,100,0
"31595","giovannina",76,0,0,100
"31596","giovanny",30,5741,99.48,0.52
"31597","giovante",0,23,100,0
"31598","giovany",0,1448,100,0
"31599","giovina",8,0,0,100
"31600","giovoni",0,70,100,0
"31601","giovonie",0,5,100,0
"31602","giovonna",21,0,0,100
"31603","giovonni",0,931,100,0
"31604","giovonnie",0,76,100,0
"31605","gipson",0,5,100,0
"31606","gipsy",10,0,0,100
"31607","girard",0,1717,100,0
"31608","girdie",23,0,0,100
"31609","girish",0,34,100,0
"31610","girl",382,0,0,100
"31611","girlean",12,0,0,100
"31612","girlee",30,0,0,100
"31613","girlene",29,0,0,100
"31614","girlie",462,0,0,100
"31615","giro",0,51,100,0
"31616","girolama",10,0,0,100
"31617","girolamo",0,59,100,0
"31618","girtha",597,0,0,100
"31619","girther",5,0,0,100
"31620","girthie",6,0,0,100
"31621","girtie",385,0,0,100
"31622","girtrude",216,0,0,100
"31623","girtrue",50,0,0,100
"31624","girty",10,0,0,100
"31625","giscard",0,17,100,0
"31626","gisel",2096,0,0,100
"31627","gisela",3876,0,0,100
"31628","giselda",26,0,0,100
"31629","gisele",4548,0,0,100
"31630","gisell",1713,0,0,100
"31631","gisella",1235,0,0,100
"31632","giselle",40176,44,0.11,99.89
"31633","giselly",18,0,0,100
"31634","gisely",5,0,0,100
"31635","gisette",6,0,0,100
"31636","gislaine",12,0,0,100
"31637","gissel",2346,0,0,100
"31638","gissela",208,0,0,100
"31639","gissele",560,0,0,100
"31640","gissell",1272,0,0,100
"31641","gissella",71,0,0,100
"31642","gisselle",9072,0,0,100
"31643","gissette",15,0,0,100
"31644","gita",436,0,0,100
"31645","gitana",15,0,0,100
"31646","gitanjali",40,0,0,100
"31647","gitel",177,0,0,100
"31648","gitta",10,0,0,100
"31649","gittel",963,0,0,100
"31650","gittle",5,0,0,100
"31651","gitty",2217,0,0,100
"31652","gitzel",55,0,0,100
"31653","giulia",2122,0,0,100
"31654","giulian",0,123,100,0
"31655","giuliana",8191,0,0,100
"31656","giuliani",0,21,100,0
"31657","giulianna",1027,0,0,100
"31658","giuliano",0,620,100,0
"31659","giulietta",153,0,0,100
"31660","giuliette",21,0,0,100
"31661","giulio",0,522,100,0
"31662","giulliana",61,0,0,100
"31663","giuseppa",11,0,0,100
"31664","giuseppe",0,5189,100,0
"31665","giuseppi",0,7,100,0
"31666","giuseppina",710,0,0,100
"31667","giustina",16,0,0,100
"31668","givanna",20,0,0,100
"31669","givanni",0,80,100,0
"31670","given",0,42,100,0
"31671","givon",0,30,100,0
"31672","givonna",5,0,0,100
"31673","givonni",0,11,100,0
"31674","giya",15,0,0,100
"31675","giyana",5,0,0,100
"31676","giyanna",18,0,0,100
"31677","gizel",259,0,0,100
"31678","gizela",27,0,0,100
"31679","gizele",45,0,0,100
"31680","gizell",96,0,0,100
"31681","gizella",558,0,0,100
"31682","gizelle",2543,0,0,100
"31683","gizem",19,0,0,100
"31684","gizzel",36,0,0,100
"31685","gizzelle",112,0,0,100
"31686","gjon",0,62,100,0
"31687","glada",486,0,0,100
"31688","gladden",0,10,100,0
"31689","glade",0,824,100,0
"31690","gladene",41,0,0,100
"31691","glades",11,0,0,100
"31692","gladie",162,0,0,100
"31693","gladies",408,0,0,100
"31694","gladimir",0,12,100,0
"31695","gladine",279,0,0,100
"31696","gladiola",166,0,0,100
"31697","gladis",2952,5,0.17,99.83
"31698","gladiz",10,0,0,100
"31699","gladolia",6,0,0,100
"31700","gladston",0,17,100,0
"31701","gladstone",0,200,100,0
"31702","gladus",5,0,0,100
"31703","gladwin",0,40,100,0
"31704","gladwyn",0,16,100,0
"31705","glady",542,5,0.91,99.09
"31706","gladyce",1006,0,0,100
"31707","gladyes",112,0,0,100
"31708","gladyne",11,0,0,100
"31709","gladys",266085,1023,0.38,99.62
"31710","gladyse",61,0,0,100
"31711","gladystine",9,0,0,100
"31712","glafira",5,0,0,100
"31713","glanda",67,0,0,100
"31714","glasco",0,16,100,0
"31715","glasper",0,5,100,0
"31716","glatha",38,0,0,100
"31717","glayds",175,0,0,100
"31718","glean",0,32,100,0
"31719","gleason",0,382,100,0
"31720","gleb",0,105,100,0
"31721","gleda",46,0,0,100
"31722","glee",781,20,2.5,97.5
"31723","gleen",0,666,100,0
"31724","gleeta",5,0,0,100
"31725","gleice",8,0,0,100
"31726","glema",169,0,0,100
"31727","glen",1348,124947,98.93,1.07
"31728","glena",1076,0,0,100
"31729","glenadine",27,0,0,100
"31730","glenalee",9,0,0,100
"31731","glenard",0,202,100,0
"31732","glenda",108971,295,0.27,99.73
"31733","glendal",5,184,97.35,2.65
"31734","glendale",81,544,87.04,12.96
"31735","glendalee",5,0,0,100
"31736","glendalis",12,0,0,100
"31737","glendaliz",17,0,0,100
"31738","glendall",0,17,100,0
"31739","glendaly",49,0,0,100
"31740","glendalys",12,0,0,100
"31741","glendean",35,0,0,100
"31742","glendel",5,155,96.88,3.12
"31743","glendell",92,491,84.22,15.78
"31744","glenden",0,104,100,0
"31745","glendene",94,0,0,100
"31746","glender",64,0,0,100
"31747","glendi",70,0,0,100
"31748","glendia",247,0,0,100
"31749","glendine",133,0,0,100
"31750","glendle",0,37,100,0
"31751","glendola",245,0,0,100
"31752","glendolyn",55,0,0,100
"31753","glendon",64,4561,98.62,1.38
"31754","glendora",2350,0,0,100
"31755","glendoria",30,0,0,100
"31756","glendoris",85,0,0,100
"31757","glendy",400,0,0,100
"31758","glenell",15,0,0,100
"31759","glenese",11,0,0,100
"31760","glenesha",6,0,0,100
"31761","glenetta",62,0,0,100
"31762","glenette",66,0,0,100
"31763","gleneva",38,0,0,100
"31764","glenford",0,487,100,0
"31765","glenice",943,0,0,100
"31766","glenis",400,27,6.32,93.68
"31767","glenise",26,0,0,100
"31768","glenisha",119,0,0,100
"31769","glenita",42,0,0,100
"31770","glenmore",0,65,100,0
"31771","glenn",2137,247240,99.14,0.86
"31772","glenna",25540,5,0.02,99.98
"31773","glennard",0,5,100,0
"31774","glennda",561,0,0,100
"31775","glenndora",5,0,0,100
"31776","glenne",5,0,0,100
"31777","glennell",17,0,0,100
"31778","glennetta",32,0,0,100
"31779","glennette",104,0,0,100
"31780","glennia",5,0,0,100
"31781","glennice",76,0,0,100
"31782","glennie",1931,293,13.17,86.83
"31783","glennis",2054,721,25.98,74.02
"31784","glennisha",41,0,0,100
"31785","glennon",0,1244,100,0
"31786","glennora",5,0,0,100
"31787","glennwood",0,20,100,0
"31788","glenny",25,16,39.02,60.98
"31789","glennys",242,0,0,100
"31790","glenola",188,0,0,100
"31791","glenora",472,0,0,100
"31792","glenrose",51,0,0,100
"31793","glenroy",0,161,100,0
"31794","glenston",0,5,100,0
"31795","glenton",0,6,100,0
"31796","glenva",16,0,0,100
"31797","glenville",0,59,100,0
"31798","glenward",0,11,100,0
"31799","glenwood",0,2246,100,0
"31800","gleny",5,0,0,100
"31801","glenyce",105,0,0,100
"31802","glenys",570,0,0,100
"31803","gleora",14,0,0,100
"31804","glessie",105,0,0,100
"31805","glida",6,0,0,100
"31806","glin",0,17,100,0
"31807","glinda",2547,0,0,100
"31808","glinnie",20,0,0,100
"31809","glo",17,0,0,100
"31810","glodine",37,0,0,100
"31811","glora",314,0,0,100
"31812","glorene",62,0,0,100
"31813","gloretha",5,0,0,100
"31814","gloretta",34,0,0,100
"31815","glori",434,0,0,100
"31816","gloria",410149,1737,0.42,99.58
"31817","gloriajean",123,0,0,100
"31818","glorian",120,0,0,100
"31819","gloriana",533,0,0,100
"31820","gloriane",17,0,0,100
"31821","gloriann",345,0,0,100
"31822","glorianna",418,0,0,100
"31823","glorianne",314,0,0,100
"31824","gloribel",45,0,0,100
"31825","glorice",12,0,0,100
"31826","gloricely",8,0,0,100
"31827","glorida",11,0,0,100
"31828","glorie",290,0,0,100
"31829","glories",12,0,0,100
"31830","glorietta",57,0,0,100
"31831","gloriette",17,0,0,100
"31832","glorimar",174,0,0,100
"31833","glorine",195,0,0,100
"31834","glorious",288,0,0,100
"31835","gloris",313,0,0,100
"31836","gloristeen",7,0,0,100
"31837","gloristine",63,0,0,100
"31838","glorius",5,0,0,100
"31839","glory",3866,17,0.44,99.56
"31840","glorya",146,0,0,100
"31841","gloryann",16,0,0,100
"31842","gloryvee",6,0,0,100
"31843","glossie",43,0,0,100
"31844","gloster",0,11,100,0
"31845","glover",5,1109,99.55,0.45
"31846","gloyd",0,77,100,0
"31847","glyda",5,0,0,100
"31848","glyde",0,5,100,0
"31849","glyn",92,1383,93.76,6.24
"31850","glyna",5,0,0,100
"31851","glynda",2425,0,0,100
"31852","glyndia",10,0,0,100
"31853","glyndon",10,145,93.55,6.45
"31854","glyndora",5,0,0,100
"31855","glynes",11,0,0,100
"31856","glynice",5,0,0,100
"31857","glynis",2014,10,0.49,99.51
"31858","glyniss",6,0,0,100
"31859","glynn",417,4934,92.21,7.79
"31860","glynna",212,0,0,100
"31861","glynne",7,0,0,100
"31862","glynnis",554,0,0,100
"31863","gniya",12,0,0,100
"31864","gobel",0,40,100,0
"31865","gobind",0,10,100,0
"31866","goble",0,109,100,0
"31867","god",0,16,100,0
"31868","goddess",258,0,0,100
"31869","godfred",0,18,100,0
"31870","godfrey",0,3145,100,0
"31871","godiva",5,0,0,100
"31872","godofredo",0,16,100,0
"31873","godric",0,177,100,0
"31874","godrick",0,10,100,0
"31875","godson",0,43,100,0
"31876","godswill",0,34,100,0
"31877","godwill",0,6,100,0
"31878","godwin",0,428,100,0
"31879","goebel",0,70,100,0
"31880","goeffrey",0,54,100,0
"31881","goerge",0,209,100,0
"31882","goff",0,11,100,0
"31883","gogi",6,0,0,100
"31884","gohan",0,190,100,0
"31885","gohar",27,0,0,100
"31886","goku",0,18,100,0
"31887","gokul",0,82,100,0
"31888","gola",306,5,1.61,98.39
"31889","golan",0,12,100,0
"31890","gold",10,10,50,50
"31891","golda",5903,0,0,100
"31892","golde",15,0,0,100
"31893","goldean",6,0,0,100
"31894","golden",1909,2512,56.82,43.18
"31895","goldena",34,0,0,100
"31896","goldene",21,0,0,100
"31897","goldi",5,0,0,100
"31898","goldia",1859,0,0,100
"31899","goldie",35753,435,1.2,98.8
"31900","goldina",5,0,0,100
"31901","goldine",41,0,0,100
"31902","goldman",0,104,100,0
"31903","goldmon",0,5,100,0
"31904","goldy",972,0,0,100
"31905","goldye",147,0,0,100
"31906","golena",11,0,0,100
"31907","goliath",0,5,100,0
"31908","golie",21,0,0,100
"31909","golnaz",10,0,0,100
"31910","gomer",0,399,100,0
"31911","gomez",0,5,100,0
"31912","gonsalo",0,230,100,0
"31913","gonzala",21,0,0,100
"31914","gonzales",0,31,100,0
"31915","gonzalo",0,9730,100,0
"31916","gonzella",5,0,0,100
"31917","goodluck",0,8,100,0
"31918","goodman",0,22,100,0
"31919","goodness",15,0,0,100
"31920","goodwin",0,256,100,0
"31921","gopal",0,80,100,0
"31922","gopi",51,0,0,100
"31923","gopika",5,0,0,100
"31924","gor",0,60,100,0
"31925","goran",0,108,100,0
"31926","gordan",0,1020,100,0
"31927","gordana",40,0,0,100
"31928","gordean",6,0,0,100
"31929","gorden",0,2038,100,0
"31930","gordie",79,203,71.99,28.01
"31931","gordon",670,152500,99.56,0.44
"31932","gordy",0,331,100,0
"31933","goree",0,26,100,0
"31934","gorete",5,0,0,100
"31935","goretti",32,0,0,100
"31936","goretty",10,0,0,100
"31937","gorge",0,2594,100,0
"31938","gorgeous",144,0,0,100
"31939","gorgonio",0,13,100,0
"31940","gorham",0,5,100,0
"31941","gorizia",5,0,0,100
"31942","gorje",0,91,100,0
"31943","gorkem",0,5,100,0
"31944","gorman",0,817,100,0
"31945","goro",0,77,100,0
"31946","goshen",0,5,100,0
"31947","gospel",0,5,100,0
"31948","gotham",0,46,100,0
"31949","gottfred",0,5,100,0
"31950","gottfried",0,115,100,0
"31951","gotti",0,73,100,0
"31952","gottlieb",0,320,100,0
"31953","gottlob",0,5,100,0
"31954","gould",0,28,100,0
"31955","gouri",10,0,0,100
"31956","govan",0,27,100,0
"31957","govani",0,75,100,0
"31958","govanna",5,0,0,100
"31959","govanni",0,239,100,0
"31960","govanny",0,55,100,0
"31961","govany",0,6,100,0
"31962","governor",0,349,100,0
"31963","govind",0,110,100,0
"31964","govinda",0,32,100,0
"31965","gowri",100,0,0,100
"31966","gowtham",0,36,100,0
"31967","grabiel",0,621,100,0
"31968","grabiela",433,0,0,100
"31969","grabriel",0,11,100,0
"31970","grabriela",37,0,0,100
"31971","grace",475432,1303,0.27,99.73
"31972","gracean",5,0,0,100
"31973","graceann",923,0,0,100
"31974","graceanna",94,0,0,100
"31975","graceanne",436,0,0,100
"31976","gracee",1233,0,0,100
"31977","graceelizabeth",5,0,0,100
"31978","gracelan",5,0,0,100
"31979","graceland",66,0,0,100
"31980","gracelee",53,0,0,100
"31981","graceleigh",18,0,0,100
"31982","gracelin",196,0,0,100
"31983","gracelinn",5,0,0,100
"31984","gracella",5,0,0,100
"31985","gracely",20,0,0,100
"31986","gracelyn",7504,0,0,100
"31987","gracelynd",5,0,0,100
"31988","gracelynn",4531,0,0,100
"31989","gracelynne",206,0,0,100
"31990","gracemarie",172,0,0,100
"31991","gracemary",22,0,0,100
"31992","gracen",1653,656,28.41,71.59
"31993","graceson",23,177,88.5,11.5
"31994","gracesyn",6,0,0,100
"31995","gracey",2205,0,0,100
"31996","graceyn",302,0,0,100
"31997","graci",1347,0,0,100
"31998","gracia",1816,0,0,100
"31999","gracian",0,5,100,0
"32000","graciana",255,0,0,100
"32001","gracianna",120,0,0,100
"32002","gracianne",10,0,0,100
"32003","graciano",0,205,100,0
"32004","gracie",69778,45,0.06,99.94
"32005","gracieann",86,0,0,100
"32006","graciee",12,0,0,100
"32007","graciela",15212,39,0.26,99.74
"32008","graciella",769,0,0,100
"32009","gracielle",10,0,0,100
"32010","gracielynn",85,0,0,100
"32011","graciemae",99,0,0,100
"32012","gracilyn",79,0,0,100
"32013","gracilynn",5,0,0,100
"32014","gracin",204,410,66.78,33.22
"32015","gracious",113,0,0,100
"32016","graclyn",178,0,0,100
"32017","graclynn",46,0,0,100
